wti,spread,n_completed,n_overruns,ess_d,tail_ess,n_admissible,n_eligible,wti_weighted_mean,brent_weighted_mean,wti_bias_abs,wti_bias_rel,ev_usd,cvar_usd,var_usd,decision_ratio,p_loss,mean_delta_usd,std_delta_usd,skew_delta,median_delta_usd,p10_delta_usd,p90_delta_usd,sigma_calibration_obs,scenario_price_range
65.0,5.75,10000,0,149.19897417547767,14.415868988582629,202,1917,65.4236215255748,70.86768078984069,0.4236215255748021,0.0065172542396123,426247.5018320363,5955374.151974628,5128281.408389893,0.0715735889894852,0.461,-71072.35754299998,431636.6416128152,0.0535128983962834,-45602.280000000144,-654303.1900000002,445489.2000000002,915,10.0
65.0,6.0,10000,0,150.60977488474185,13.5339974014725,204,1917,65.49973875997185,71.00827743551122,0.4997387599718479,0.0076882886149515,380050.80238588754,5948598.581046704,5156583.392967944,0.0638891324078913,0.4723,-75840.00707999997,435117.0619389365,-0.0178949878181035,-44739.30000000098,-654303.1900000002,447583.38000000064,913,10.0
65.0,6.25,10000,50,146.51479536524712,13.439415116654123,200,1917,65.56710381363624,71.1461215325256,0.567103813636237,0.0087246740559421,390734.94922157977,5997969.126126628,5182207.792004897,0.0651445415948495,0.4702,-76879.18154699999,425767.71267903777,-0.0126034258941931,-45602.28000000003,-652813.0199999991,399988.3799999999,912,10.0
65.0,6.5,10000,74,141.7517060970994,13.34757074212494,194,1917,65.6514414204856,71.29441580830802,0.6514414204855967,0.0100221756997784,299045.6291319161,6024672.2441935,5247307.686179403,0.0496368295254787,0.4864,-67685.20630099997,436757.9310644827,-0.0477169538685636,-43080.0299999998,-654303.1900000002,447583.3800000008,912,10.0
65.25,3.5,10000,0,126.24666516200948,15.305497734786334,178,1917,64.81135084100548,69.74734661469859,0.4386491589945223,0.0067225924750118,827986.8695680328,5770284.873324348,4959354.618798144,0.1434915065278254,0.392,-74078.24971199999,370621.4414092236,-0.2813151517368564,-39145.31999999983,-553434.6600000001,236261.5799999996,836,10.0
65.25,3.75,10000,0,141.54682996815652,16.58044833532299,195,1917,65.02834258434969,70.020791985935,0.2216574156503128,0.0033970485157136,652650.6113599647,5823271.864730543,4949119.347940779,0.1120762737032481,0.4181,-62923.315132,394769.6012196993,-0.1230897034808624,-39044.42999999982,-574186.0800000001,361531.620000001,849,10.0
65.25,4.0,10000,0,145.874351783528,15.221626887481731,200,1917,65.09360204626861,70.13202384308921,0.1563979537313855,0.0023969035054618,616009.9411133546,5796808.135435515,4936060.275178161,0.1062670915995521,0.4286,-68012.39139299998,392983.8765743752,-0.0889330235343183,-41041.7100000002,-581230.1400000001,329738.16000000015,864,10.0
65.25,4.25,10000,0,148.1484364159453,15.47029702970297,203,1917,65.16723245452026,70.2509489544172,0.08276754547974,0.0012684681299577,559848.8551246678,5789988.030757877,4932574.120997048,0.0966925755546659,0.4302,-67850.45521,407379.4119026142,-0.0549937937917309,-42777.35999999987,-597983.5800000005,378810.7710000026,877,10.0
65.25,4.5,10000,0,150.06213768028624,15.816778438567631,205,1917,65.25545876255217,70.37102395800596,0.0054587625521662,8.365919620178181e-05,510243.6318037794,5811500.36218256,4941795.383839292,0.0877989503578303,0.4403,-61594.270775,396073.6248835847,0.0168912726466918,-41041.7100000002,-581230.1399999997,392247.78000000026,892,10.0
65.25,4.75,10000,0,153.6395187335977,14.635288607891347,209,1917,65.31540677358947,70.4843823111209,0.0654067735894727,0.001002402660375,519029.180257271,5847127.765250788,4944816.050508579,0.0887665194083559,0.4397,-65348.769252,411108.47327443777,0.0252776469363985,-41970.24000000022,-597983.5800000001,388184.8200000003,897,10.0
65.25,5.0,10000,0,159.3416798892747,15.526021612222085,216,1917,65.38824606619335,70.61508802465046,0.1382460661933464,0.0021187136581355,446423.7552812368,5887460.7619030895,5067967.726443118,0.0758261962729298,0.4567,-63869.93231500001,414701.103822242,-0.0143191841856754,-43988.04000000004,-605027.6400000004,399988.3800000008,901,10.0
65.25,5.25,10000,0,155.40541833941134,14.371119797654632,211,1917,65.48657392837865,70.78874513690913,0.2365739283786467,0.0036256540747685,433566.4227150984,5896230.202393959,5046555.545469576,0.0735328180604386,0.4546,-65350.92269299999,415620.6165956141,-0.0066240721537119,-44739.300000000745,-605027.6400000001,407413.2000000002,909,10.0
65.25,5.5,10000,0,155.56113763691351,14.647293180220291,211,1917,65.54528093383992,70.91513422036941,0.2952809338399191,0.0045253782963972,449022.6198691906,5948539.699437092,5056287.544904802,0.0754845125958697,0.4637,-71658.688898,428990.3598749363,-0.0265856644460572,-48927.65999999968,-642532.4999999995,447583.3800000008,912,10.0
65.25,5.75,10000,0,159.10358272904244,13.885803154854475,215,1917,65.65214985373862,71.09957277978572,0.4021498537386208,0.0061632161492508,501547.2399601346,5982040.305002672,5180427.615392049,0.0838421699600886,0.4626,-72784.64510499997,426344.0658539081,-0.0026534122167425,-44896.04999999981,-649461.6479999986,399988.3800000008,912,10.0
65.25,6.0,10000,37,155.8710781006547,14.141871252404115,212,1917,65.74049200477516,71.26313319279339,0.4904920047751631,0.0075171188471289,575744.6664082913,5919850.901193171,5073816.357009357,0.0972566160901531,0.4625,-65173.69796999997,426651.5337892636,-0.0563969028264495,-41970.23999999999,-619115.7600000007,447583.3800000008,911,10.0
65.25,6.25,10000,54,150.98011499316848,12.546421760513898,206,1917,65.82560072310487,71.41190451108659,0.5756007231048699,0.0088214670207642,451255.2174507504,5986330.103411339,5157318.767497879,0.0753809445278669,0.4783,-56523.74438499997,429333.4074678717,-0.0053858719088169,-44593.38000000012,-610929.4200000004,453485.16000000015,911,10.0
65.25,6.5,10000,71,147.65496278627214,14.704152452652629,202,1917,65.85712165640432,71.48907509663536,0.6071216564043169,0.0093045464583037,490978.3057769683,5916260.478602576,5075735.25938796,0.0829879461110099,0.4798,-58534.20757299996,428711.9525267607,0.0222596754514753,-41970.24000000022,-627072.2000000001,447583.38000000094,903,10.0
65.5,3.5,10000,0,132.53985849958624,15.188335358444712,184,1917,65.23880224558795,70.1944920617056,0.261197754412052,0.0039877519757565,611305.5377033314,5807115.940039433,4914189.636319906,0.1052683542080581,0.4292,-58464.80788800001,404976.1884525223,-0.0839732400396905,-37631.97000000009,-595508.6400000006,374858.2199999997,841,10.0
65.5,3.75,10000,0,137.58544722379204,16.021532940271726,190,1917,65.283116973098,70.27677190127376,0.2168830269019963,0.0033111912504121,567324.9822866349,5787075.329465266,4890401.158849477,0.0980331082607588,0.4327,-60372.58101600001,399873.3064598265,0.0392960860014466,-42172.02000000002,-574186.0800000001,374858.2199999997,856,10.0
65.5,4.0,10000,0,139.73887520550338,15.016818837097546,193,1917,65.35681544462796,70.39454540330442,0.143184555372045,0.002186023746138,439900.9677369369,5875012.758293196,5045462.15381328,0.0748765978620166,0.453,-50081.54616900001,414004.6043163155,-0.0317271991698144,-37631.96999999997,-577422.54,447583.38000000105,872,10.0
65.5,4.25,10000,0,143.48976723267182,15.508684863523577,198,1917,65.45027502778917,70.50258183261917,0.049724972210825,0.0007591598810812,514553.9709646322,5797105.608887602,4870810.107854139,0.0887604963028039,0.4347,-57823.944747,407809.0354282901,0.0371339061235309,-41041.7100000002,-597983.5800000005,399474.3540000004,887,10.0
65.5,4.5,10000,0,147.9761879265243,15.208662854361844,203,1917,65.48806362772015,70.58331508018081,0.0119363722798482,0.0001822346912953,477080.7462670376,5762944.590058481,4916280.270300016,0.0827841980452212,0.4477,-62863.87950300001,410390.3754877747,-0.0279033330565465,-42777.35999999987,-599506.6199999992,397894.1999999989,892,10.0
65.5,4.75,10000,0,153.92985615076913,15.360039321700665,210,1917,65.55488431896882,70.70553083562417,0.054884318968817,0.000837928533875,458563.0630374751,5817158.938321329,4942782.947242754,0.078829385254824,0.4583,-67813.74466399998,420512.4236710275,-0.0525820187821721,-41936.03999999983,-626536.97,410078.5200000005,896,10.0
65.5,5.0,10000,0,151.87475855960446,14.911129667183586,207,1917,65.63955790109866,70.86088737010961,0.1395579010986551,0.0021306549786054,464699.6630145688,5892724.796562847,5010026.676253263,0.0788598957286487,0.4533,-59106.046925,427212.54671594646,-0.0311268856376882,-41901.83999999997,-610929.4200000004,458054.2799999998,905,10.0
65.5,5.25,10000,0,154.40603688511325,14.953941859074048,210,1917,65.70610268563043,70.99543389719199,0.2061026856304266,0.0031466058874874,431984.8125346644,5937327.872804767,5107629.436440899,0.0727574460749119,0.4618,-68630.74559499999,422831.5013370151,0.0041620259019446,-45602.28000000003,-633256.1300000002,410078.5200000005,909,10.0
65.5,5.5,10000,0,158.31001939904482,14.243391066545122,214,1917,65.80533469067454,71.17577440240771,0.3053346906745418,0.004661598330909,456849.9400973721,5939419.670758408,5071649.286719665,0.0769182791286133,0.4702,-61489.28969499998,432997.704550978,-0.0084061710196878,-44593.380000000005,-627682.8599999999,454665.5160000013,909,10.0
65.5,5.75,10000,30,158.173771920084,14.202931485058514,215,1917,65.90967509054636,71.36334640961327,0.409675090546358,0.0062545815350589,579409.6002505013,5908476.578812996,5063377.889937136,0.0980641274483826,0.4577,-71904.14539499997,435867.3822700356,-0.0424416430874948,-44739.30000000098,-645388.2000000004,447583.3800000009,909,10.0
65.5,6.0,10000,33,153.11273946227115,13.358982579886712,210,1917,66.00331368361397,71.52312492641728,0.5033136836139676,0.0076841783757857,429327.93786069937,5944754.977969911,5066419.903301329,0.0722196187145986,0.4801,-64120.79315299998,437503.7722359291,0.0382803491619062,-44739.300000000745,-654526.4399999995,449901.39900000056,910,10.0
65.5,6.25,10000,48,149.6621317556145,14.204545454545451,206,1917,66.04104390183126,71.60792625778612,0.5410439018312587,0.0082602122416986,491402.3015962242,5895674.388422069,5070378.79512547,0.0833496338538031,0.4803,-77431.87710699996,439816.4601003998,-0.0735034032969275,-48326.310000000056,-676800.8999999994,445489.2000000002,903,10.0
65.5,6.5,10000,75,146.2785959747254,13.60322124279029,203,1917,66.09128745111863,71.71540614352807,0.5912874511186317,0.0090272893300554,434320.6258948831,5955760.146246682,5151925.079681211,0.0729244655979962,0.4867,-63483.08328999996,439289.3115355448,-0.1088144758437985,-40543.91000000015,-668424.1799999997,449862.8100000005,901,10.0
65.75,3.5,10000,0,132.96368498331424,15.316750398235513,185,1917,65.36343677231524,70.3509967568451,0.3865632276847606,0.0058792886339887,607607.55055399,5792401.778792678,4902006.235806093,0.1048973420280653,0.4287,-56074.656338,403962.9640651138,-0.0305684961295241,-37631.96999999974,-574671.5299999998,388000.4820000001,852,10.0
65.75,3.75,10000,0,134.81695293201176,13.833554670208056,188,1917,65.43866783322392,70.46587531721525,0.3113321667760829,0.0047350899889898,521958.4067709032,5862665.917960959,4979469.708905501,0.0890308972189295,0.438,-47256.36326600001,402842.6919369698,-0.0186935787150062,-34201.709999999846,-569807.3399999999,428526.3420000069,869,10.0
65.75,4.0,10000,0,140.37267205045055,15.160703456640393,195,1917,65.55140056109296,70.57689809563348,0.1985994389070384,0.0030205237856583,579579.289551212,5811579.881017765,4920984.577336329,0.0997283529465505,0.4257,-50596.98742200001,392413.2735883981,-0.0295298487428616,-37228.41000000015,-558955.6799999997,378086.50999999954,885,10.0
65.75,4.25,10000,0,144.58048223657195,15.102090129273892,200,1917,65.58712278876261,70.64748936700913,0.1628772112373866,0.0024772199427739,573364.816186999,5813759.511752127,4879770.545328895,0.0986220388077594,0.4359,-52969.54947499999,400280.16971035337,-0.063197549900363,-37228.41000000015,-591510.6600000001,397894.1999999988,890,10.0
65.75,4.5,10000,0,151.29059046354664,14.132278123233464,208,1917,65.65996223920826,70.76885760876439,0.0900377607917448,0.0013693956013953,559349.992568124,5768626.288537607,4828349.304872953,0.0969641582918216,0.4411,-51868.31053899999,405760.9165448813,-0.0209858296394316,-37228.40999999992,-597983.5799999996,407413.2000000002,895,10.0
65.75,4.75,10000,0,150.546576149524,14.059160949274546,206,1917,65.72928979199533,70.90047114177729,0.0207102080046723,0.0003149841521623,557584.437022372,5848293.778694811,4948560.727749009,0.0953413864148956,0.4405,-52093.09370599999,410114.4213551633,0.0030068370607078,-37631.96999999974,-597983.5800000001,407413.2000000002,906,10.0
65.75,5.0,10000,0,156.22634526016495,13.641820364509435,213,1917,65.83778763633092,71.07610462175438,0.0877876363309155,0.0013351731761355,586585.6193956044,5864228.132742432,4952128.754677207,0.1000277625831867,0.4476,-71450.26659299998,424446.16310527927,-0.0836726779448049,-44896.04999999981,-644360.1479999998,399988.3799999999,911,10.0
65.75,5.25,10000,0,160.73302789305706,14.361213235294114,217,1917,65.92750799276178,71.24510023027601,0.1775079927617753,0.0026997413347798,714162.3491146576,5854482.921720361,4925493.413818466,0.1219855551145409,0.4417,-68962.92124599997,422460.5291677987,-0.1239034787101335,-39145.31999999983,-654303.19,398046.5040000003,916,10.0
65.75,5.5,10000,22,160.86201114342805,13.432194283258111,218,1917,66.02711950112854,71.42971106795233,0.2771195011285385,0.0042147452643123,636974.5590179221,5929069.221258677,5036337.064405725,0.1074324713116942,0.4512,-65698.58733399997,429882.3964780736,-0.1008927896627572,-39145.31999999983,-652813.0199999986,410078.5200000005,916,10.0
65.75,5.75,10000,29,158.07501429129246,13.856556922735834,216,1917,66.08552410245346,71.55375818669853,0.3355241024534621,0.0051030281741971,597613.2827228645,5926049.178122968,5092838.121675368,0.1008451440006703,0.4574,-60939.04631299996,429953.49879552313,-0.0964723517580863,-38237.30999999994,-645388.2000000007,449862.8100000005,917,10.0
65.75,6.0,10000,37,154.86036538799092,14.22556048708319,214,1917,66.12639594035848,71.64753991668414,0.3763959403584778,0.0057246530853,448200.25959066016,5969634.007751482,5101715.89183655,0.0750800231653529,0.4822,-61755.32512999997,442794.31152507634,-0.0498331148476062,-43080.0299999998,-654526.4400000002,454437.0600000005,910,10.0
65.75,6.25,10000,61,152.01304019270071,12.25850740413847,213,1917,66.18309398822534,71.76565862168012,0.4330939882253375,0.0065869808095108,447979.5714160794,5988512.416912409,5159960.230851626,0.0748064861902801,0.4873,-60419.73567199995,438594.51561809005,-0.0566815954709063,-44593.37999999989,-652813.0199999986,456721.6200000001,909,10.0
65.75,6.5,10000,72,147.2877621026984,13.071211962773186,210,1917,66.2326883108396,71.868756044096,0.482688310839606,0.007341267085013,435938.1552774848,5989230.669681869,5130870.537154164,0.0727870037606416,0.4863,-69077.89246899995,444839.7401956775,-0.0506630912539327,-44739.30000000098,-668614.5599999997,449901.39900000056,905,10.0
66.0,3.5,10000,0,130.67913657730168,13.895064473099152,182,1917,65.52698636814614,70.53583213725818,0.4730136318538598,0.0071668732099069,524555.0646658821,5887256.979746113,5033965.785426712,0.0891000794547452,0.4471,-38732.653908000015,410028.0990649579,-0.0274980412500366,-32991.03000000026,-549817.4400000002,453485.16000000015,855,10.0
66.0,3.75,10000,0,136.96891309519853,14.89513822688274,190,1917,65.66654799502636,70.66213730345518,0.3334520049736369,0.0050523031056611,590114.8844904412,5758882.423127615,4844041.548354176,0.1024703824687487,0.4277,-44229.651087,398845.9585964022,-0.0453386069739146,-34100.820000000065,-516577.09199999896,398046.50400000025,871,10.0
66.0,4.0,10000,0,143.43865352917135,15.091150549317886,198,1917,65.76890188158227,70.78222492789926,0.2310981184177336,0.0035014866426929,671785.8259365879,5800579.112489538,4822184.968460068,0.1158135787666665,0.4194,-36538.210148000006,391647.4966414253,-0.0640997865388391,-27643.86000000033,-491180.4000000004,397894.199999999,876,10.0
66.0,4.25,10000,0,150.89420528616247,15.082046332046332,207,1917,65.86707646404858,70.91357007696084,0.13292353595142,0.0020139929689609,689266.2516960978,5658074.617522702,4762486.553137558,0.1218199296208437,0.425,-37917.643151,392305.3869729053,-0.1027361014750397,-28249.199999999488,-510408.78,396942.30000000057,881,10.0
66.0,4.5,10000,0,151.78680186927136,13.090375955597446,207,1917,65.92869792820545,71.02469293264373,0.0713020717945482,0.0010803344211295,666787.1110901961,5746279.034969445,4813982.760229657,0.1160380669007559,0.4289,-38260.871938,397290.2668474272,-0.0540766943286209,-30973.230000000447,-510408.78000000026,399988.3799999999,892,10.0
66.0,4.75,10000,0,157.76207295131252,15.162542455118873,214,1917,66.0260058696888,71.18489388605967,0.0260058696888023,0.0003940283286182,654404.7493978188,5702096.396333809,4786210.242878948,0.1147656412505708,0.4395,-42166.529494,414513.90430422645,0.032693359547444,-33697.25999999978,-564476.700000001,449677.56000000006,899,10.0
66.0,5.0,10000,0,164.74931598961038,13.41489590040781,221,1917,66.13167460813439,71.3684591573405,0.1316746081343893,0.001995069820218,750372.9355551123,5814928.773798504,4843711.844878045,0.1290424981534114,0.4285,-59144.43602599999,414036.06813519966,-0.0938942918150526,-35210.610000000335,-582182.04,392519.36600000126,904,10.0
66.0,5.25,10000,21,166.22276719830035,14.584062536460152,223,1917,66.20780386190329,71.52543800814173,0.2078038619032867,0.003148543362171,644979.5602601179,5864140.518605418,4974981.962481475,0.1099870574747932,0.4535,-60309.91525399997,422113.6801481362,-0.123753168577781,-38237.30999999994,-610929.4199999995,410078.5200000005,904,10.0
66.0,5.5,10000,32,163.79709893692677,13.551604509973975,221,1917,66.26381979757174,71.64803445155334,0.2638197975717418,0.0039972696601779,624206.9467227841,5926774.969290708,5029216.127175852,0.1053198324480145,0.4537,-57502.96537799997,426379.4838722824,-0.0395376440924684,-36421.29000000004,-599506.6199999993,447583.3800000008,906,10.0
66.0,5.75,10000,30,161.8213130163006,13.295043607743033,221,1917,66.28452130736282,71.72231614388147,0.284521307362823,0.0043109288994367,541568.6869838377,5835156.085834583,4981826.3804506,0.0928113454066034,0.4608,-57852.46330999998,423590.546262344,-0.0605153143643243,-39145.31999999989,-599506.6199999994,447583.380000001,899,10.0
66.0,6.0,10000,41,158.86524214096855,13.656724571178849,222,1917,66.34155638340704,71.84706927550107,0.3415563834070383,0.0051750967182884,539994.1081485692,5975863.8443132425,5111046.668682508,0.0903625186612039,0.4705,-61830.74728299997,430809.4377793139,-0.1405331128687385,-37631.970000000205,-627682.8599999999,449320.5120000005,899,10.0
66.0,6.25,10000,50,154.30904832652405,12.902559867877784,219,1917,66.3923391760638,71.94674069546919,0.3923391760637997,0.0059445329706636,535880.9848203483,5914861.3673294615,4995818.922181933,0.0905990777366768,0.4767,-67702.70839799996,441302.04232878686,-0.0705363847139085,-40543.91000000015,-666196.7339999997,449696.0850000002,897,10.0
66.0,6.5,10000,70,150.04138890646794,13.558954333441802,215,1917,66.43617276116596,72.03885903571665,0.4361727611659631,0.0066086781994842,403005.33847562055,5989885.476884484,5155951.324443249,0.067280975576387,0.4917,-66497.70039199996,438907.6002993778,-0.0636775533546199,-44739.30000000051,-668424.1799999997,456778.7340000002,894,10.0
66.25,3.5,10000,0,129.38746821960507,12.794268167860793,183,1917,65.80668755467515,70.78511239741191,0.4433124453248496,0.0066915086086769,718359.8617538671,5806649.6702534985,4882458.099153319,0.1237133119006482,0.4085,-29860.978455000008,393990.5445719856,-0.0883831481378641,-18967.319999999832,-471380.8800000004,447583.3800000007,862,10.0
66.25,3.75,10000,0,135.83923635211045,14.081333783936016,191,1917,65.90722518784767,70.90289607692445,0.3427748121523279,0.0051739594287143,770334.4463825698,5677743.034360398,4728962.17409646,0.1356761730357789,0.4104,-25649.001056000005,382236.2709441823,-0.0136589690641327,-14729.94000000041,-469477.0799999992,399988.3799999999,867,10.0
66.25,4.0,10000,0,143.1645583030572,14.98980693128672,200,1917,66.0020683080095,71.02555696192833,0.2479316919905017,0.0037423651621207,818212.5005665872,5667285.529554434,4703177.386914458,0.1443746739598129,0.4054,-30386.44901,393100.1137774651,-0.19424444341083,-16495.515000000014,-469667.4600000004,399988.3799999999,873,10.0
66.25,4.25,10000,0,145.93803630186022,14.64043101428906,203,1917,66.06301021909721,71.11987286517027,0.1869897809027918,0.00282248725891,813412.880054132,5653869.404312465,4705912.083456815,0.1438683531377121,0.405,-34582.490292,392179.0417242022,-0.0214199530147943,-25979.175000000163,-477523.485,397894.1999999995,884,10.0
66.25,4.5,10000,0,152.92884866896438,13.950892857142852,212,1917,66.14159411383139,71.24955789719039,0.1084058861686116,0.0016363152629224,823979.3735732834,5724379.210762529,4791641.431789705,0.1439421364720391,0.4122,-35810.25161499999,396252.02027677855,-0.102975404013719,-25525.169999999925,-501080.16000000015,399988.3800000008,893,10.0
66.25,4.75,10000,0,160.15733622807278,14.377731769036114,219,1917,66.24525294953601,71.42604895443729,0.0047470504639903,7.16535919092887e-05,865330.5540629464,5690713.59608447,4724213.421153217,0.1520601132797022,0.419,-48269.47379899999,403176.91161645466,-0.1882124303116705,-28450.97999999952,-562571.0,397894.1999999992,899,10.0
66.25,5.0,10000,20,163.14371543000672,13.491635186184569,222,1917,66.30776104153684,71.56492593160411,0.0577610415368354,0.0008718647779144,824033.4672577151,5697338.6608724175,4717762.101638352,0.1446348051796403,0.4277,-53620.18042099998,416268.6343635442,-0.0709164043105926,-34100.82000000002,-595508.6399999998,399988.3799999999,900,10.0
66.25,5.25,10000,19,162.32385452835214,13.34044823906083,222,1917,66.35493977666411,71.67614606001557,0.1049397766641107,0.0015839966288922,672291.3281264176,5795024.726349787,4859911.597177846,0.1160118135595748,0.4501,-56275.12364699998,423490.3459315072,-0.1106190952371379,-37228.41000000015,-599506.6199999994,447583.3800000009,903,10.0
66.25,5.5,10000,30,161.43375284521682,12.897234832851838,224,1917,66.38607590314035,71.76534407506638,0.1360759031403517,0.0020539758964581,693242.4040592216,5745214.11152512,4811845.40416602,0.1206643287094471,0.4485,-60996.73283999996,419743.43932079605,-0.0491875230113168,-39145.31999999989,-599506.6199999992,399988.3800000008,898,10.0
66.25,5.75,10000,32,158.75318180902644,13.109596224436284,226,1917,66.44786179041044,71.89798120162854,0.1978617904104425,0.0029865930627991,721880.2921850235,5867204.211031868,4989905.473975606,0.1230365036259861,0.447,-61620.404020999966,423396.9917409296,-0.0865486687037661,-38237.310000000056,-611034.5280000003,426641.5800000001,899,10.0
66.25,6.0,10000,35,154.40683325575887,13.034410844629823,224,1917,66.50638686413151,72.0129643588921,0.2563868641315139,0.0038699904019851,546639.7070688367,5877127.536764924,4989183.69594576,0.093011373949141,0.4761,-60321.656113999954,435161.6554441953,-0.1064094407313283,-37631.96999999997,-665949.2399999996,450439.0800000001,899,10.0
66.25,6.25,10000,51,151.106372663213,12.785107906310728,221,1917,66.56435579418464,72.12416509240812,0.3143557941846353,0.004744993119768,539026.9478024705,5882933.550034948,4975319.857851568,0.0916255373646483,0.4769,-73381.34681199996,442054.552375549,-0.0658962471752983,-44739.300000000745,-676800.8999999994,449862.8100000005,901,10.0
66.25,6.5,10000,48,145.19006241938297,13.84888101041436,213,1917,66.64262285884631,72.25397240779104,0.392622858846309,0.0059263827750386,495763.4558460537,5860314.197763221,4956504.940388489,0.0845967364745183,0.4911,-68454.57713899997,449407.0006113648,-0.0720460769429777,-41511.959999999934,-676800.8999999994,453485.16000000015,899,10.0
66.5,3.5,10000,0,128.5868188049204,12.292260792604973,182,1917,66.02864186506835,70.99602452055686,0.4713581349316484,0.0070880922546112,857018.3141417447,5628617.446583314,4640028.367275177,0.1522608921773449,0.4018,-28807.931005,393251.3297364069,-0.0544742675722799,-13049.865000000456,-477021.41000000015,412762.878000005,854,10.0
66.5,3.75,10000,0,135.65737507025534,12.262114969589955,191,1917,66.12254492833011,71.1152653212671,0.3774550716698854,0.0056760161153366,814531.011503697,5708310.51204128,4768960.202483165,0.142692134526582,0.4086,-33328.941067,398829.2168722864,-0.1791053193384994,-14225.489999999292,-495939.90000000014,407413.2000000002,860,10.0
66.5,4.0,10000,0,138.23473226122815,12.20464752977934,193,1917,66.18753906459402,71.21007411593224,0.3124609354059799,0.0046986606827966,763293.1480689142,5719565.043454487,4764820.31775285,0.1334530060012924,0.4096,-38522.41448100001,397818.3236749496,-0.1630938361316427,-18967.319999999832,-501080.16000000027,397894.1999999988,871,10.0
66.5,4.25,10000,0,146.01629744721382,11.806933031075848,204,1917,66.29646614198579,71.35867169320551,0.2035338580142109,0.0030606595190106,782625.6980861757,5641917.098915483,4629925.063421381,0.1387162704387513,0.4212,-30960.886307999997,406082.3201794273,-0.0854840426444898,-16142.39999999979,-514253.9999999996,449280.8400000003,882,10.0
66.5,4.5,10000,0,154.8107975620406,13.057557714405096,213,1917,66.39199294811489,71.51516607610027,0.1080070518851101,0.001624166193761,884552.437187098,5646368.476581198,4661874.976504543,0.1566586454383655,0.4126,-50090.26348299997,412490.93826805445,-0.1902872615364935,-19786.97999999952,-570378.48,396942.30000000045,890,10.0
66.5,4.75,10000,21,159.17017498144406,12.97084154819964,218,1917,66.46972535960349,71.66314583091958,0.030274640396513,0.0004552577503235,825112.7524211165,5675393.106141766,4653459.1322124,0.1453842468688557,0.4204,-50446.88495199999,417652.9396982112,-0.1149223195721683,-27643.86000000033,-599506.6199999991,445489.2000000002,894,10.0
66.5,5.0,10000,22,161.3212242981069,12.696800406297614,222,1917,66.51446794246831,71.76821776644209,0.0144679424683147,0.0002175630446363,739423.4779704764,5688779.686225942,4664694.775149241,0.1299792782907059,0.4375,-53706.84703999999,422175.4068029156,-0.1268257388518003,-32991.030000000144,-610929.4199999999,449862.8100000005,898,10.0
66.5,5.25,10000,24,164.5686188066256,11.943435887636152,228,1917,66.58779963613952,71.90146635737277,0.0877996361395219,0.0013202952802935,777578.2506342403,5710378.695396075,4667461.536912262,0.1361692966634863,0.4385,-56354.43658199996,417103.5474987171,-0.1876243998595863,-32991.030000000144,-599506.6199999992,447583.3800000006,894,10.0
66.5,5.5,10000,29,162.18176153348554,11.8517113871243,230,1917,66.65520152470944,72.03977337430399,0.1552015247094402,0.0023338575144276,642493.6628079128,5722738.5227675,4778928.305360046,0.1122703160823788,0.4569,-49150.18870299997,426005.4051183779,-0.0596541940025389,-28450.980000000447,-610929.4199999999,450819.8399999999,898,10.0
66.5,5.75,10000,31,159.28310414611562,12.708418056120372,230,1917,66.71763866013013,72.16285850474584,0.2176386601301345,0.0032727618064681,707897.9576833309,5741000.699786672,4792711.239717696,0.1233056734707653,0.4484,-55921.80971699996,429815.0531592637,-0.1340280500367494,-28450.980000000447,-625455.4139999998,447583.3800000008,899,10.0
66.5,6.0,10000,44,156.76411239785477,11.945718654434252,230,1917,66.77258010092886,72.27490068501533,0.2725801009288631,0.0040989488861483,559166.6502464681,5864429.337916662,4937010.519256999,0.0953488597144751,0.4717,-62868.31526199997,428799.5993778955,-0.1422143273209281,-37631.969999999856,-654526.44,449320.5120000006,902,10.0
66.5,6.25,10000,57,152.34380977023352,11.127926644707555,224,1917,66.87042471457319,72.43096905767706,0.3704247145731898,0.0055702964597472,703288.7631008442,5832550.563820706,4856156.266307753,0.1205799684726854,0.4666,-54821.581466999945,435177.8317617388,-0.0863237096734941,-36421.29000000004,-645388.2000000002,456721.6200000001,900,10.0
66.5,6.5,10000,70,148.46185299464497,10.92752863012501,220,1917,66.90705316526714,72.51331446336945,0.4070531652671434,0.0061211002295811,706362.1314446571,5855259.744241062,4948624.517356094,0.1206371983991656,0.469,-54456.68230599994,441263.4076273996,-0.0534644696186531,-32991.03000000026,-664235.8199999994,457292.7599999993,900,10.0
66.75,3.5,10000,0,134.95003361612655,13.695628355428948,188,1917,66.27129398699935,71.21159439732641,0.4787060130006466,0.007171625662931,746441.9731494423,5585298.343971037,4557423.519291007,0.1336440646819122,0.4239,-18653.46185000001,399410.5680947472,-0.0138557801236559,-13707.35999999958,-469667.4600000004,465576.0,858,10.0
66.75,3.75,10000,0,138.97273715593522,12.398333663955562,193,1917,66.378366642798,71.33208831188773,0.3716333572020005,0.0055675409318651,721450.8983614406,5578176.854994943,4567628.419551009,0.1293345329693916,0.4302,-26185.92410800001,394050.91803807,-0.1151421802201165,-13707.360000000335,-469667.4600000004,447583.38000000064,869,10.0
